reference_id,pubmed_id,doi,title,authors,journal,year,github_url,open_access,status,confidence
869,41634874,10.1186/s41182-026-00908-8,Refining the suitable conditions index to predict dengue fever transmission in Bangladesh and Sri Lanka.,"Islam Jahirul, Dowsett Caroline K, Qi Xin, Bambrick Hilary, Frentiu Francesca D, Hu Wenbiao",Tropical medicine and health,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.4, ""has_github"": false, ""has_abstract"": true}"
1203,40994818,10.1016/j.idm.2025.09.001,Quantifying mpox transmission and control: A regional analysis of vaccination strategies in East Africa.,"Rabiu Musa, Fagbemigun Bosede, Fadugba Sunday, Shatalov Michael, Malesela Kekana, Adeniji Adejimi",Infectious Disease Modelling,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.643, ""has_github"": false, ""has_abstract"": true}"
1414,41725013,10.1186/s13071-025-07187-y,Temperature and competition: drivers in the ecological dynamics of Aedes mosquitoes and dengue spread.,"Chacón Santiago Andrés Villamil, Santos-Vega Mauricio",Parasites & vectors,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.3, ""has_github"": false, ""has_abstract"": true}"
992,41367491,10.1016/j.idm.2025.10.010,HIV/AIDS hidden transmission model with HIV testing and contact tracing in an SID community.,"Ouyang Huiling, Wei Fengying, Jin Zhen, Xie Jianfeng",Infectious Disease Modelling,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.733, ""has_github"": false, ""has_abstract"": true}"
1442,41801057,10.1063/5.0310925,Dynamics of infectious disease transmission in heterogeneous networks considering population interaction mechanism.,"Zhu Junlong, Jin Ziyang, Meng Xueyu, Yin Zhiyong, Wang Ning","Chaos (Woodbury, N.Y.)",2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.6, ""has_github"": false, ""has_abstract"": true}"
893,41545921,10.1186/s12879-025-12451-8,The economic burden of dengue: a systematic literature review of unit costs for non-fatal episodes treated in the formal healthcare system.,"Leelavanich Doungporn, Dorigatti Ilaria, Turner Hugo C",BMC infectious diseases,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.325, ""has_github"": false, ""has_abstract"": true}"
852,41611297,10.3934/mbe.2026011,"Stochastic modeling, analysis, and simulation of Dengue in Valle del Cauca: A case study.","Becerra-Becerra Diego Alejandro, Rangel Jhonier, Arunachalam Viswanathan",Mathematical biosciences and engineering : MBE,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.642, ""has_github"": false, ""has_abstract"": true}"
866,41667682,10.1038/s41598-026-38445-3,Insights and implications of a dynamical systems approach to dengue transmission and epidemic behaviour.,"Rahman Md Mizanur, Hye Md Abdul, Miah Md Sajib, Islam Rafiquel, Hossain Md Shamim",Scientific reports,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.442, ""has_github"": false, ""has_abstract"": true}"
1479,41232599,10.1016/j.jtbi.2025.112290,Fast approximate Bayesian inference of HIV indicators using PCA adaptive Gauss-Hermite quadrature.,"Howes Adam, Stringer Alex, Flaxman Seth R, Imai-Eaton Jeffrey W",Journal of theoretical biology,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.427, ""has_github"": false, ""has_abstract"": true}"
1499,41619717,10.1016/j.epidem.2025.100881,ML-ABC: Machine-learning assisted Approximate Bayesian Computation for efficient calibration of agent-based models for pandemic outbreak analysis.,"Bayley Thomas, Ward Tony, Sturman Fabian, Das Akashaditya, Imeneo Luca, Kerr Cliff, Fraser Christophe, Maskell Simon et al.",Epidemics,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.933, ""has_github"": false, ""has_abstract"": true}"
1501,41793879,10.1016/j.epidem.2026.100895,Combining an agent-based model with Gaussian process emulation to model the emergence of the SARS-CoV-2 Omicron variant in Norway.,"Palomares Alfonso Diz-Lois, de Blasio Birgitte Freiesleben, Chan Louis Yat Hin, Di Ruscio Francesco, Midtbø Jørgen E",Epidemics,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.833, ""has_github"": false, ""has_abstract"": true}"
1015,41414641,10.1093/jnci/djaf364,The impact of HIV on cervical cancer elimination in KwaZulu-Natal: a comparative modeling analysis.,"Hathaway Christine L, Hall Michaela, de Bondt Daniël, Broshkevitch Cara J, Rao Darcy W, Klein Sydney, Nyemba Dorothy C, Travill Danielle et al.",Journal of the National Cancer Institute,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.608, ""has_github"": false, ""has_abstract"": true}"
865,41706429,10.4103/jvbd.jvbd_270_25,A Fractional-Order Framework for Dengue Transmission Dynamics with Human-to-Human and Mosquito-to-Mosquito Pathways.,"Ahman Queeneth Ojoma, Swnewo Emmanuel Olurunfemi, Joseph Solomon Onuche, Adaji Isaac, Didigwu Cornelius Ogbonna",Journal of vector borne diseases,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.442, ""has_github"": false, ""has_abstract"": true}"
864,41494848,10.3934/mbe.2026003,Mathematical modeling of the 2023 dengue outbreak in the Centre Region of Burkina Faso: Parameter estimation and assessment of control strategies.,"Tinde Haoua, Sawadogo Wenddabo Olivier, Ouedraogo Pegdwindé Ousséni Fabrice, Kiemtore Adama",Mathematical biosciences and engineering : MBE,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.45, ""has_github"": false, ""has_abstract"": true}"
1512,41734536,10.1016/j.drugpo.2026.105201,"Impact of Hepatitis C screening and treatment among incarcerated populations in Alberta, Canada on population-level Hepatitis C elimination efforts.","Tian Feng, Kronfli Nadine, Eze Nkiruka, Feng Zeny, Clement Fiona, Wong William W L",The International journal on drug policy,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.633, ""has_github"": false, ""has_abstract"": true}"
1513,41792911,10.1177/0272989X261425681,Adapting Sexual Behavior Survey Data to Parameterize an Agent-Based Model of Human Papillomavirus (HPV) Transmission.,"Spencer Jennifer C, Burger Emily A, Portnoy Allison, Campos Nicole G, Regan Mary Caroline, Sy Stephen, Kim Jane J",Medical decision making : an international journal of the Society for Medical Decision Making,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.624, ""has_github"": false, ""has_abstract"": true}"
863,41739821,10.1371/journal.pone.0339398,Neural parameter calibration for dengue outbreak forecasting.,"Pham Hoang Viet, Nguyen Khuong Trung Dang, Velavan Thirumalaisamy P, Tran Khanh Duc",PloS one,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.467, ""has_github"": false, ""has_abstract"": true}"
25,41367488,10.1016/j.idm.2025.10.006,"A compartmental model of variant coexistence, dynamics and dominance in infectious diseases: Case for SARS-CoV-2 in Abu Dhabi.","Patón Mauricio, Hantouche Mireille, Al-Hosani Farida, Sadani Amrit, Rodríguez Jorge, Abuyadek Rowan",Infectious Disease Modelling,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.613, ""has_github"": false, ""has_abstract"": true}"
1530,41495385,10.1038/s43856-025-01340-5,Behavior change and infection induced immunity led to the decline of the 2022 Mpox outbreak in Berlin.,"Gubela Nils, Kim Hee-Yeong, Lunchenkov Nikolay, Stern Daniel, Michel Janine, Nitsche Andreas, Schmidt Axel J, Marcus Ulrich et al.",Communications medicine,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.51, ""has_github"": false, ""has_abstract"": true}"
1227,41468972,10.1016/j.ijid.2025.108358,"Spatiotemporal dynamics of chikungunya transmission in Foshan City, China: A modelling analysis.","Jin Shihui, Jung Sung-Mok, Gan Gregory, Endo Akira, Lim Jue Tao, Dickens Borame L",International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.51, ""has_github"": false, ""has_abstract"": true}"
1236,41605295,10.1016/j.actatropica.2026.107994,"Thermal stress responses on developmental time, survival, and wing morphometrics in desert and coastal strains of Aedes aegypti (Diptera: Culicidae) from India.","Swain Sushmita, Sharma Gaurav, Samantaray Rakesh Kumar, Suman Devi Shankar",Acta tropica,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.343, ""has_github"": false, ""has_abstract"": true}"
1016,41217420,10.1097/QAD.0000000000004400,Evaluating the impact of achieving cascade equality in Eswatini: a modeling study on the prevention impacts of antiretroviral therapy.,"Knight Jesse, Ma Huiting, Sithole Bheki, Khumalo Lungile, Wang Linwei, Schwartz Sheree, Muzart Laura, Matse Sindy et al.","AIDS (London, England)",2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.608, ""has_github"": false, ""has_abstract"": true}"
1559,41715842,10.1103/6whh-kvk7,Replicating hypergraph disease dynamics with lower-order interactions.,"Tan Eugene, Small Michael, Algar Shannon D",Physical review. E,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.343, ""has_github"": false, ""has_abstract"": true}"
1562,41072284,10.1016/j.neunet.2025.108160,Fine-tuning large language models in federated learning with fairness-aware prompt selection.,"Jiang Yalan, Li Zhongliang, Song Bin",Neural networks : the official journal of the International Neural Network Society,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.343, ""has_github"": false, ""has_abstract"": true}"
826,41737904,10.1016/j.idm.2026.01.003,"Modelling the effect of long-lasting insecticidal nets on malaria transmission dynamics in Kebbi State, Nigeria.","Bakare Emmanuel A, Olasupo Idowu I, Imoudu Micheal, Abidemi Afeez, Daniel Deborah O, Osikoya Samuel A, Mogbojuri Oluwaseun A, Nwana Aaron O et al.",Infectious Disease Modelling,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.3, ""has_github"": false, ""has_abstract"": true}"
531,41714063,10.1016/j.sste.2025.100780,"Individual level modeling of infectious disease transmission with reinfection dynamics: Application to Tuberculosis in Manitoba, Canada.","Abed Amin, Torabi Mahmoud, Mashreghi Zeinab",Spatial and spatio-temporal epidemiology,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.433, ""has_github"": false, ""has_abstract"": true}"
1601,41166700,10.1097/QAI.0000000000003790,Brief Report: Long-Acting Injectable PrEP Can Substantially Reduce HIV Incidence in Los Angeles County: A Simulation Study.,"Khanna Aditya, Lee Francis, Schrode Katrina, Sheeler Daniel, Hotton Anna, Schneider John, Fujimoto Kayo, Chirumamilla Siri et al.",Journal of acquired immune deficiency syndromes (1999),2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.51, ""has_github"": false, ""has_abstract"": true}"
1625,41678563,10.1371/journal.pone.0341639,Inferring structure and parameters of stochastic reaction networks with logistic regression.,"Choi Boseung, Kang Hye-Won, Rempala Grzegorz A",PloS one,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.41, ""has_github"": false, ""has_abstract"": true}"
1626,41248803,10.1016/j.jtbi.2025.112319,Integrating community level transmission geographical networks into a dynamical system for better epidemic control.,"Srinivasa Rao Arni S R, Krantz Steven G, Barile John P",Journal of theoretical biology,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.41, ""has_github"": false, ""has_abstract"": true}"
431,41642936,10.1371/journal.pmed.1004920,Estimating the global burden of viable Mycobacterium tuberculosis infection: A mathematical modelling study.,"Schwalb Alvaro, Dodd Peter J, Rickman Hannah M, Ugarte-Gil César A, Horton Katherine C, Houben Rein M G J",PLoS medicine,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.667, ""has_github"": false, ""has_abstract"": true}"
859,41627222,10.1063/5.0308575,Analyzing dengue fever with constrained medical resources: A dynamical systems approach.,"Li Danyang, Li Weide, Zhou Jiaying","Chaos (Woodbury, N.Y.)",2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.508, ""has_github"": false, ""has_abstract"": true}"
642,41626581,10.1016/j.idm.2025.12.014,A coupled disease-misinformation model of measles transmission in the Canadian context.,"Moore Callandra, Fisman David",Infectious Disease Modelling,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.367, ""has_github"": false, ""has_abstract"": true}"
429,41734927,10.1136/bmjopen-2025-112198,"Transmission dynamics and control of tuberculosis in high-altitude regions: a modelling study in Xizang, China.","Li Miaomiao, Zheng Ruyu, Guo Luo, Wu Yuxuan, Dong Jingran, Jiang Hongxia, Song Desheng, Cui Zhuang et al.",BMJ open,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.7, ""has_github"": false, ""has_abstract"": true}"
857,41495751,10.1186/s12889-025-26131-4,Evaluating the effectiveness of different intervention measures for a dengue outbreak in Hangzhou based on a dynamic model.,"Xu Ling, Lu Rongrong, Wu Haocheng",BMC public health,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.542, ""has_github"": false, ""has_abstract"": true}"
168,41332471,10.1016/j.idm.2025.11.001,Optimal prevention and control strategy of infectious disease: Cost-effectiveness analysis based on a modified dynamic model with economic loss.,"Liu Wenjun, Zou Guohua, Bao Qin, Wang Shouyang",Infectious Disease Modelling,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.307, ""has_github"": false, ""has_abstract"": true}"
1324,41678016,10.1007/s11538-026-01601-x,A Multi-Region SEIR Model Incorporating Inter-County Mobility and Time-Dependent Transmission Dynamics: Application to COVID-19 Disease Outbreak Data in North Carolina.,"Thornton Samuel R, Acquesta Erin C S, Finley Patrick D, Haider Mansoor A",Bulletin of mathematical biology,2026,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.875, ""has_github"": false, ""has_abstract"": true}"
97,40743263,10.1371/journal.pone.0328770,Detecting outbreaks using a spatial latent field.,"Safta Cosmin, Ray Jaideep, Bridgman Wyatt",PloS one,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.42, ""has_github"": false, ""has_abstract"": true}"
663,41091216,10.1007/s10441-025-09507-2,Assessing the Impact of Routine and Campaign Vaccination on Measles Transmission: A Modeling Study.,"Sinigirira Kelly Joëlle Gatore, Peter Olumuyiwa James, Balogun Ghaniyyat Bolanle, Bolarin Gbolahan",Acta biotheoretica,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.304, ""has_github"": false, ""has_abstract"": true}"
662,40622651,10.1007/s44197-025-00433-7,Risk Analysis of Measles Outbreaks in Bulgaria and Romania for the Period 2000 to 2023: A Comparative Study.,"Kounchev Ognyan, Simeonov Georgi, Kuncheva Zhana, Argirova Radka, Valkov Trifon",Journal of epidemiology and global health,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.325, ""has_github"": false, ""has_abstract"": true}"
643,40100071,10.1080/17513758.2025.2479448,Modelling measles transmission dynamics and the impact of control strategies on outbreak Management.,Peter Olumuyiwa James,Journal of biological dynamics,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.367, ""has_github"": false, ""has_abstract"": true}"
98,40510847,10.1016/j.nmni.2025.101600,Web-based real-time risk assessment of coronavirus disease 2019 infection in schools and social dining settings.,"Okada Yuta, Ueda Minami, Nishiura Hiroshi",New microbes and new infections,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.413, ""has_github"": false, ""has_abstract"": true}"
658,40673333,10.1002/bit.70017,Mathematical Model for Measles Virus Production in Batch Bioreactors.,"Samuel Shiny, Przybycien Todd",Biotechnology and bioengineering,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.35, ""has_github"": false, ""has_abstract"": true}"
1135,40960429,10.1080/00071668.2025.2556415,Dynamics of cholera transmission in poultry farm: insights from a compartmental model and control strategies.,Malek A,British poultry science,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.8, ""has_github"": false, ""has_abstract"": true}"
94,41327944,10.3934/mbe.2025110,Working Set: adapted model to the epidemiological context.,"Murzakhmetov Aslanbek, Borankulova Gaukhar, Tungatarova Aigul, Dulatbayeva Saltanat, Zhoranova Nurgul, Taszhurekova Zhazira",Mathematical biosciences and engineering : MBE,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.427, ""has_github"": false, ""has_abstract"": true}"
95,40695109,10.1016/j.epidem.2025.100845,Improving policy-oriented agent-based modeling with history matching: A case study.,"O'Gara David, Kerr Cliff C, Klein Daniel J, Binois Mickaël, Garnett Roman, Hammond Ross A",Epidemics,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.427, ""has_github"": false, ""has_abstract"": true}"
874,41259371,10.1371/journal.pntd.0013702,Spatiotemporal expansion of Aedes aegypti and the dengue fever epidemic under climate change in China.,"Zhou Ziyue, He Guanhao, Hu Jianxiong, Li Guodong, Pan Hepeng, Li Yayi, Yu Siwen, Chen Zhiqing et al.",PLoS neglected tropical diseases,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.375, ""has_github"": false, ""has_abstract"": true}"
871,40884588,10.1007/s11538-025-01518-x,Modeling the Effects of Temperature and Resource Quality on the Outcome of Competition Between Aedes aegypti and Aedes albopictus and the Resulting Risk of Vector-Borne Disease.,"Beck Emma, Beuerle Lauren, Martin Patt, Stambaugh Regan, de Jesús Crespo Rebeca, Robert Michael A, Robertson Suzanne L",Bulletin of mathematical biology,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.4, ""has_github"": false, ""has_abstract"": true}"
870,41430507,10.1007/s00285-025-02332-8,Analysis of a household-scale model for the invasion of Wolbachia into a resident mosquito population.,"Barlow Abby, Penington Sarah, Adams Ben",Journal of mathematical biology,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.4, ""has_github"": false, ""has_abstract"": true}"
867,41390478,10.1186/s13104-025-07610-8,Oviposition response of Aedes mosquitoes to different cement types: a field-based study in urban Sri Lanka.,"Ranasinghe Yasodha, Gunathilaka Nayana, Jayakody Deshaka, Rodrigo Wasana",BMC research notes,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.442, ""has_github"": false, ""has_abstract"": true}"
861,41433339,10.1371/journal.pntd.0013843,Spatial pattern assessment of Aedes mosquito bite risk in a subtropical metropolitan area: A case study in Shenzhen.,"Lin Liangqiang, He Yifei, Guang Xu, Xiang Lanbin, Kong Dongfeng, Diao Kaichuan, Wang Haidong, Zhu Bin",PLoS neglected tropical diseases,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.5, ""has_github"": false, ""has_abstract"": true}"
578,41278242,10.1016/j.eclinm.2025.103620,Evaluation and optimization of mumps-containing vaccination strategies: a study based on an individual-based stochastic model.,"Wang Yao, Yang Tianlong, Guo Xiaohao, Wu Yuqing, He Yue, Wang Liang, Zhao Zeyu, Chen Tianmu",EClinicalMedicine,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.642, ""has_github"": false, ""has_abstract"": true}"
579,40845139,10.1371/journal.pone.0330568,Bias in the estimated reporting fraction due to vaccination in the time-series SIR model.,"Leung Tiffany, Ferrari Matthew",PloS one,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.642, ""has_github"": false, ""has_abstract"": true}"
855,40402940,10.1371/journal.pone.0322702,Modeling the Dynamics of Dengue Transmission with Awareness and Optimal Control Analysis.,"Herdicho Faishal F, Fatmawati F, Alfiniyah Cicik, Fajrin Farah P, Bonyah Ebenezer, Rois Muhammad A, Peter Olumuyiwa J",PloS one,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.567, ""has_github"": false, ""has_abstract"": true}"
854,40781579,10.1007/s11538-025-01489-z,Estimating the Size of the Aedes Mosquitoes' Population Involved in Outbreaks of Dengue and Chikungunya Using a Mathematical Model.,"Coutinho Francisco Antônio Bezerra, Amaku Marcos, Boulos Fernanda Castro, de Sousa Moreira José Alfredo, de Barros Eliana Nogueira Castro, Kallas Esper Georges, Massad Eduardo",Bulletin of mathematical biology,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.575, ""has_github"": false, ""has_abstract"": true}"
853,40836027,10.1038/s41598-025-16599-w,Numerical study on fractional order nonlinear SIR-SI model for dengue fever epidemics.,"Verma Lalchand, Meher Ramakanta, Nikan Omid, Al-Saedi Akeel A",Scientific reports,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.642, ""has_github"": false, ""has_abstract"": true}"
584,41133654,10.3390/epidemiologia6040060,Modeling and Characterizing the Growth of the Texas-New Mexico Measles Outbreak of 2025.,"González-Parra Gilberto, Vestrand Annika, Mujynya Remy","Epidemiologia (Basel, Switzerland)",2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.575, ""has_github"": false, ""has_abstract"": true}"
585,40307305,10.1038/s41598-025-97318-3,Analyzing measles spread through a Markovian SEIR model.,"Alnafisah Yousef, Sohaly M A",Scientific reports,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.575, ""has_github"": false, ""has_abstract"": true}"
851,40920874,10.1371/journal.pone.0330902,"Assessing mosquito dynamics and dengue transmission in Foz do Iguaçu, Brazil through an enhanced temperature-dependent mathematical model.","Rauh Caio S, Araujo Eduardo C, Ganem Fabiana, Lana Raquel M, Leandro André S, Martins Caroline A, Coelho Flávio C, Codeço Cláudia T et al.",PloS one,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.667, ""has_github"": false, ""has_abstract"": true}"
588,40238774,10.1371/journal.pcbi.1012922,Fitting dynamic measles models to subnational case notification data from Ethiopia: Methodological challenges and key considerations.,"Sbarra Alyssa N, Haeuser Emily, Kidane Samuel, Abate Andargie, Abebe Ayele M, Ahmed Muktar, Alemayehu Tsegaye, Amsalu Erkihun et al.",PLoS computational biology,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.533, ""has_github"": false, ""has_abstract"": true}"
850,40853981,10.1371/journal.pcbi.1013393,"Intra-vector infection dynamics challenge how to model the extrinsic incubation period for major arboviruses: dengue, Zika, and chikungunya.","Loisel Léa, Raquin Vincent, Ratinier Maxime, Ezanno Pauline, Beaunée Gaël",PLoS computational biology,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.675, ""has_github"": false, ""has_abstract"": true}"
849,40781679,10.1186/s12879-025-11435-y,"Mathematical modeling of dengue virus transmission: exploring vector, vertical, and sexual pathways with sensitivity and bifurcation analysis.","Ahman Queeneth Ojoma, Aja Remigius Okeke, Omale David, Okpara Patrick Agwu",BMC infectious diseases,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.833, ""has_github"": false, ""has_abstract"": true}"
848,40122899,10.1038/s41598-025-94527-8,Mathematical modeling and dynamic analysis of dengue fever: examining economic and psychological impacts and forecasting disease trends through 2030-a case study of Nepal.,"Gholami Hossein, Gachpazan Mortaza, Erfanian Majid",Scientific reports,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.875, ""has_github"": false, ""has_abstract"": true}"
827,41250100,10.1186/s12936-025-05622-0,Optimal control analysis of malaria infection in children under 5 years and pregnant women under the influence of temperature.,"Robert Paul Kuya, Irunde Jacob Ismail, Mtunya Adeline P",Malaria journal,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.3, ""has_github"": false, ""has_abstract"": true}"
824,40463542,10.1101/2025.05.15.25327701,Slowing the spread of treatment failure to artemisinin-based combination therapies in Uganda.,"Nguyen Tran Dang, Zupko Robert J, Conrad Melissa D, Rukundo Gerald B, Farinha Carter C, Asua Victor D, Tran Kien Trung, Grace Deborah M et al.",medRxiv : the preprint server for health sciences,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.317, ""has_github"": false, ""has_abstract"": true}"
597,41022744,10.1038/s41467-025-63710-w,Impact of vaccination timing and coverage on measles near elimination dynamics: a mathematical modelling analysis.,"Suffel Anne M, Warren-Gash Charlotte, McDonald Helen I, Kucharski Adam, Robert Alexis",Nature communications,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.5, ""has_github"": false, ""has_abstract"": true}"
598,40435153,10.1371/journal.pone.0321089,Numerical solutions of a fractional order SEIR epidemic model of measles under Caputo fractional derivative.,"Alshammari Nawa A, Alharthi N S, Mohammed Saeed Abdulkafi, Khan Adnan, Ganie Abdul Hamid",PloS one,2025,,False,PENDING,"{""has_doi"": true, ""relevance"": 0.5, ""has_github"": false, ""has_abstract"": true}"
